Workers,TraceId,BatchId,EventCount_x,Trace point start,Trace point stop,Batch Duration,Avg_Event_Duration
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,662a64f9-e7b7-4cbb-9444-2a0feed97d31,2000,1754128465544,1754128468687,3143,1.5715
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,68a9c1f2-f601-4980-a119-9489f8251c4e,2000,1754128455182,1754128458310,3128,1.564
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,7b0b8e6f-9201-480d-8712-2f459a6f472d,2000,1754128424742,1754128427816,3074,1.537
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,90e787f2-7565-48bc-bdae-bd89d944db82,600,1754128511311,1754128512257,946,1.5766666666666667
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,91f2e942-9984-447c-bdb8-865ece9a914b,600,1754128501766,1754128502700,934,1.5566666666666666
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,939ac964-5535-4e43-86be-b671b72e1824,2000,1754128488472,1754128491537,3065,1.5325
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,9c0f590f-e6ba-46aa-8e6d-980dde5b22d9,1953,1754128526994,1754128530137,3143,1.6093189964157706
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,a6c03555-7c19-4e73-982b-459858c6342e,2000,1754128438286,1754128441392,3106,1.553
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,a93fac0b-c3e2-4d2d-8a3b-aa594facd97e,2000,1754128459303,1754128462424,3121,1.5605
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,a971d45a-c462-4ed5-8133-f191b8847786,2000,1754128507631,1754128510676,3045,1.5225
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,aab37577-4f5b-4fa1-97eb-cb1f6892094d,600,1754128442300,1754128443245,945,1.575
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,b5ef0c27-61ba-4536-8b67-4629c626f034,2000,1754128434434,1754128437558,3124,1.562
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,c819e5ef-b904-46d3-9f2a-94955dedf229,2000,1754128428453,1754128431622,3169,1.5845
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,cf1baf90-81aa-4c5c-8454-b9f4207a146a,2000,1754128448774,1754128451894,3120,1.56
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,d2dea1db-d46a-4522-bf9a-fd3285ce968e,2000,1754128475100,1754128478201,3101,1.5505
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,dc8b94e4-f61d-4df2-9bb7-756b4ac1b23a,2000,1754128444823,1754128447897,3074,1.537
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,e4493a21-ff71-434e-99c8-685f18fd9ec5,2000,1754128494304,1754128497378,3074,1.537
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,ed519f71-4f20-42bd-9b12-0f43cf2d8409,2000,1754128469363,1754128472493,3130,1.565
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,ef029754-74de-4a48-a24c-7ae057ae980a,2000,1754128503875,1754128506982,3107,1.5535
1,651f8142-52b3-44f9-b3a8-83a60a7f34de,f05d8e12-73bf-4b8d-a802-ff564f09f0e6,2000,1754128497986,1754128501100,3114,1.557
1,bae297e4-41d4-410c-b994-c92af05d2b0f,040b5fbf-0a9a-4d48-82b0-6297300d3ae8,2000,1754095436329,1754095438958,2629,1.3145
1,bae297e4-41d4-410c-b994-c92af05d2b0f,0905a3a3-1fe8-47bd-ae64-cd146ec51ee2,600,1754095397388,1754095398213,825,1.375
1,bae297e4-41d4-410c-b994-c92af05d2b0f,1342979c-aeec-4dd6-8a91-04aaea7ae39d,2000,1754095451471,1754095454155,2684,1.342
1,bae297e4-41d4-410c-b994-c92af05d2b0f,27071463-a54a-456e-85a6-dcdf051bf61b,2000,1754095443525,1754095446242,2717,1.3585
1,bae297e4-41d4-410c-b994-c92af05d2b0f,387bcf53-abe3-4385-b4e6-3c8e77d326c1,600,1754095412563,1754095413365,802,1.3366666666666667
1,bae297e4-41d4-410c-b994-c92af05d2b0f,3c685e07-ca76-43d9-aa1c-1e4fb0deb9b2,600,1754095442046,1754095442934,888,1.48
1,bae297e4-41d4-410c-b994-c92af05d2b0f,42b4458d-88af-4cfd-8ada-3cb4b376ae7f,600,1754095405417,1754095406202,785,1.3083333333333333
1,bae297e4-41d4-410c-b994-c92af05d2b0f,5bc904e3-b5a1-46f6-a534-2a35463f0cd0,2000,1754095465883,1754095468546,2663,1.3315
1,bae297e4-41d4-410c-b994-c92af05d2b0f,6b017778-66fa-48f8-942e-0602e8afd482,600,1754095457423,1754095458184,761,1.2683333333333333
1,bae297e4-41d4-410c-b994-c92af05d2b0f,6cb3e0a8-c498-4028-8cb2-86a2017704d8,2000,1754095446522,1754095449241,2719,1.3595
1,bae297e4-41d4-410c-b994-c92af05d2b0f,7bacecc1-5c3a-44cb-8bde-48e5882e735d,2000,1754095406775,1754095409466,2691,1.3455
